"node","freq","name","type"
27,1744,"MIQ1OP","z-bi"
28,1402,"MIQ1OP","z-bi"
29,2148,"MIQ1OP","z-bi"
30,302,"MIQ1OP","z-bi"
32,504,"MIQ1OP","z-bi"
33,302,"MIQ1OP","z-bi"
34,504,"MIQ1OP","z-bi"
35,500,"MIQ1OP","z-bi"
36,332,"MIQ1OP","z-bi"
37,570,"MIQ1OP","z-bi"
38,570,"MIQ1OP","z-bi"
39,570,"MIQ1OP","z-bi"
40,570,"MIQ1OP","z-bi"
41,570,"MIQ1OP","z-bi"
1,1582,"MIQ2OP","AB"
2,777,"MIQ2OP","AB"
3,1237,"MIQ2OP","AB"
4,532,"MIQ2OP","AB"
5,1582,"MIQ2OP","AB"
6,924,"MIQ2OP","AB"
7,924,"MIQ2OP","AB"
8,826,"MIQ2OP","AB"
9,534,"MIQ2OP","AB"
10,924,"MIQ2OP","AB"
11,924,"MIQ2OP","AB"
12,411,"MIQ2OP","AB"
13,615,"MIQ2OP","AB"
14,2342,"MIQ2OP","AB"
15,1194,"MIQ2OP","AB"
16,494,"MIQ2OP","AB"
17,1332,"MIQ2OP","AB"
18,1332,"MIQ2OP","AB"
19,632,"MIQ2OP","AB"
20,542,"MIQ2OP","AB"
21,872,"MIQ2OP","AB"
22,448,"MIQ2OP","AB"
23,910,"MIQ2OP","AB"
24,712,"MIQ2OP","AB"
25,632,"MIQ2OP","AB"
26,632,"MIQ2OP","AB"
27,632,"MIQ2OP","AB"
28,632,"MIQ2OP","AB"
29,1200,"MIQ2OP","AB"
30,1200,"MIQ2OP","AB"
31,1200,"MIQ2OP","AB"
32,1200,"MIQ2OP","AB"
33,3368,"MIQ2OP","AB"
34,4128,"MIQ2OP","AB"
35,1582,"MIQ2OP","AB"
36,962,"MIQ2OP","AB"
1,1582,"MIQ2OP","BA"
2,777,"MIQ2OP","BA"
3,924,"MIQ2OP","BA"
4,924,"MIQ2OP","BA"
5,826,"MIQ2OP","BA"
6,924,"MIQ2OP","BA"
7,924,"MIQ2OP","BA"
8,411,"MIQ2OP","BA"
9,1237,"MIQ2OP","BA"
10,615,"MIQ2OP","BA"
11,1194,"MIQ2OP","BA"
12,1332,"MIQ2OP","BA"
13,1332,"MIQ2OP","BA"
14,532,"MIQ2OP","BA"
15,534,"MIQ2OP","BA"
16,494,"MIQ2OP","BA"
17,632,"MIQ2OP","BA"
18,542,"MIQ2OP","BA"
19,448,"MIQ2OP","BA"
20,632,"MIQ2OP","BA"
21,632,"MIQ2OP","BA"
22,632,"MIQ2OP","BA"
23,632,"MIQ2OP","BA"
24,910,"MIQ2OP","BA"
25,1200,"MIQ2OP","BA"
26,1200,"MIQ2OP","BA"
27,1200,"MIQ2OP","BA"
28,1200,"MIQ2OP","BA"
29,2342,"MIQ2OP","BA"
30,3368,"MIQ2OP","BA"
31,4128,"MIQ2OP","BA"
32,1582,"MIQ2OP","BA"
33,872,"MIQ2OP","BA"
34,712,"MIQ2OP","BA"
35,1582,"MIQ2OP","BA"
36,962,"MIQ2OP","BA"
1,2020,"MIQ2OP","weight"
2,2260,"MIQ2OP","weight"
3,2260,"MIQ2OP","weight"
4,2020,"MIQ2OP","weight"
5,2260,"MIQ2OP","weight"
6,2260,"MIQ2OP","weight"
7,1680,"MIQ2OP","weight"
8,3360,"MIQ2OP","weight"
9,3520,"MIQ2OP","weight"
10,3940,"MIQ2OP","weight"
11,3940,"MIQ2OP","weight"
12,1380,"MIQ2OP","weight"
13,1380,"MIQ2OP","weight"
14,1200,"MIQ2OP","weight"
15,1620,"MIQ2OP","weight"
16,1080,"MIQ2OP","weight"
17,1620,"MIQ2OP","weight"
18,1620,"MIQ2OP","weight"
19,1620,"MIQ2OP","weight"
20,1620,"MIQ2OP","weight"
21,1620,"MIQ2OP","weight"
22,3690,"MIQ2OP","weight"
23,3690,"MIQ2OP","weight"
24,3690,"MIQ2OP","weight"
25,3690,"MIQ2OP","weight"
26,14760,"MIQ2OP","weight"
27,4560,"MIQ2OP","weight"
28,5100,"MIQ2OP","weight"
29,5100,"MIQ2OP","weight"
30,5904,"MIQ2OP","weight"
31,5904,"MIQ2OP","weight"
32,2952,"MIQ2OP","weight"
33,14760,"MIQ2OP","weight"
34,8856,"MIQ2OP","weight"
35,5904,"MIQ2OP","weight"
36,14760,"MIQ2OP","weight"
1,1212,"MIQ2OP","weight"
2,1668,"MIQ2OP","weight"
3,1668,"MIQ2OP","weight"
4,1488,"MIQ2OP","weight"
5,1668,"MIQ2OP","weight"
6,1668,"MIQ2OP","weight"
7,1320,"MIQ2OP","weight"
8,1836,"MIQ2OP","weight"
9,2016,"MIQ2OP","weight"
10,2112,"MIQ2OP","weight"
11,2364,"MIQ2OP","weight"
12,2364,"MIQ2OP","weight"
13,828,"MIQ2OP","weight"
14,1008,"MIQ2OP","weight"
15,936,"MIQ2OP","weight"
16,1188,"MIQ2OP","weight"
17,792,"MIQ2OP","weight"
18,1188,"MIQ2OP","weight"
19,1188,"MIQ2OP","weight"
20,1188,"MIQ2OP","weight"
21,1188,"MIQ2OP","weight"
22,1188,"MIQ2OP","weight"
23,2673,"MIQ2OP","weight"
24,2673,"MIQ2OP","weight"
25,2673,"MIQ2OP","weight"
26,2673,"MIQ2OP","weight"
27,10692,"MIQ2OP","weight"
28,3300,"MIQ2OP","weight"
29,3696,"MIQ2OP","weight"
30,3696,"MIQ2OP","weight"
31,7128,"MIQ2OP","weight"
32,3564,"MIQ2OP","weight"
33,10692,"MIQ2OP","weight"
34,7128,"MIQ2OP","weight"
35,3564,"MIQ2OP","weight"
36,10692,"MIQ2OP","weight"
1,1582,"MIQ2OP","z-bi"
2,777,"MIQ2OP","z-bi"
3,924,"MIQ2OP","z-bi"
4,924,"MIQ2OP","z-bi"
5,826,"MIQ2OP","z-bi"
6,924,"MIQ2OP","z-bi"
7,924,"MIQ2OP","z-bi"
8,411,"MIQ2OP","z-bi"
9,1237,"MIQ2OP","z-bi"
10,615,"MIQ2OP","z-bi"
11,1194,"MIQ2OP","z-bi"
12,1332,"MIQ2OP","z-bi"
13,1332,"MIQ2OP","z-bi"
14,532,"MIQ2OP","z-bi"
15,534,"MIQ2OP","z-bi"
16,494,"MIQ2OP","z-bi"
17,632,"MIQ2OP","z-bi"
18,542,"MIQ2OP","z-bi"
19,448,"MIQ2OP","z-bi"
20,632,"MIQ2OP","z-bi"
21,632,"MIQ2OP","z-bi"
22,632,"MIQ2OP","z-bi"
23,632,"MIQ2OP","z-bi"
24,910,"MIQ2OP","z-bi"
25,1200,"MIQ2OP","z-bi"
26,1200,"MIQ2OP","z-bi"
27,1200,"MIQ2OP","z-bi"
28,1200,"MIQ2OP","z-bi"
29,2342,"MIQ2OP","z-bi"
30,3368,"MIQ2OP","z-bi"
31,4128,"MIQ2OP","z-bi"
32,1582,"MIQ2OP","z-bi"
33,872,"MIQ2OP","z-bi"
34,712,"MIQ2OP","z-bi"
35,1582,"MIQ2OP","z-bi"
36,962,"MIQ2OP","z-bi"
1,323,"SEL1OP","AB"
2,90,"SEL1OP","AB"
3,38,"SEL1OP","AB"
4,40,"SEL1OP","AB"
5,22,"SEL1OP","AB"
6,122,"SEL1OP","AB"
7,24,"SEL1OP","AB"
8,42,"SEL1OP","AB"
9,28,"SEL1OP","AB"
10,155,"SEL1OP","AB"
11,132,"SEL1OP","AB"
12,24,"SEL1OP","AB"
13,42,"SEL1OP","AB"
14,329,"SEL1OP","AB"
15,84,"SEL1OP","AB"
16,197,"SEL1OP","AB"
17,19,"SEL1OP","AB"
18,216,"SEL1OP","AB"
19,32,"SEL1OP","AB"
20,61,"SEL1OP","AB"
21,38,"SEL1OP","AB"
22,38,"SEL1OP","AB"
23,38,"SEL1OP","AB"
24,38,"SEL1OP","AB"
25,38,"SEL1OP","AB"
26,67,"SEL1OP","AB"
27,67,"SEL1OP","AB"
28,67,"SEL1OP","AB"
29,67,"SEL1OP","AB"
1,323,"SEL1OP","BA"
2,38,"SEL1OP","BA"
3,22,"SEL1OP","BA"
4,28,"SEL1OP","BA"
5,122,"SEL1OP","BA"
6,155,"SEL1OP","BA"
7,132,"SEL1OP","BA"
8,329,"SEL1OP","BA"
9,197,"SEL1OP","BA"
10,216,"SEL1OP","BA"
11,40,"SEL1OP","BA"
12,24,"SEL1OP","BA"
13,24,"SEL1OP","BA"
14,84,"SEL1OP","BA"
15,19,"SEL1OP","BA"
16,32,"SEL1OP","BA"
17,38,"SEL1OP","BA"
18,38,"SEL1OP","BA"
19,38,"SEL1OP","BA"
20,38,"SEL1OP","BA"
21,38,"SEL1OP","BA"
22,90,"SEL1OP","BA"
23,42,"SEL1OP","BA"
24,42,"SEL1OP","BA"
25,61,"SEL1OP","BA"
26,67,"SEL1OP","BA"
27,67,"SEL1OP","BA"
28,67,"SEL1OP","BA"
29,67,"SEL1OP","BA"
1,306,"SEL1OP","weight"
2,273,"SEL1OP","weight"
3,306,"SEL1OP","weight"
4,132,"SEL1OP","weight"
5,504,"SEL1OP","weight"
6,513,"SEL1OP","weight"
7,1017,"SEL1OP","weight"
8,81,"SEL1OP","weight"
9,45,"SEL1OP","weight"
10,114,"SEL1OP","weight"
11,114,"SEL1OP","weight"
12,93,"SEL1OP","weight"
13,114,"SEL1OP","weight"
14,114,"SEL1OP","weight"
15,114,"SEL1OP","weight"
16,114,"SEL1OP","weight"
17,114,"SEL1OP","weight"
18,78,"SEL1OP","weight"
19,171,"SEL1OP","weight"
20,192,"SEL1OP","weight"
21,192,"SEL1OP","weight"
22,192,"SEL1OP","weight"
23,192,"SEL1OP","weight"
24,1017,"SEL1OP","weight"
25,339,"SEL1OP","weight"
26,339,"SEL1OP","weight"
27,339,"SEL1OP","weight"
28,1017,"SEL1OP","weight"
29,1017,"SEL1OP","weight"
1,579,"SEL1OP","weight"
2,513,"SEL1OP","weight"
3,579,"SEL1OP","weight"
4,249,"SEL1OP","weight"
5,954,"SEL1OP","weight"
6,966,"SEL1OP","weight"
7,903,"SEL1OP","weight"
8,1017,"SEL1OP","weight"
9,162,"SEL1OP","weight"
10,90,"SEL1OP","weight"
11,228,"SEL1OP","weight"
12,114,"SEL1OP","weight"
13,186,"SEL1OP","weight"
14,228,"SEL1OP","weight"
15,228,"SEL1OP","weight"
16,228,"SEL1OP","weight"
17,228,"SEL1OP","weight"
18,228,"SEL1OP","weight"
19,147,"SEL1OP","weight"
20,321,"SEL1OP","weight"
21,363,"SEL1OP","weight"
22,363,"SEL1OP","weight"
23,363,"SEL1OP","weight"
24,363,"SEL1OP","weight"
25,1920,"SEL1OP","weight"
26,640,"SEL1OP","weight"
27,640,"SEL1OP","weight"
28,640,"SEL1OP","weight"
29,1920,"SEL1OP","weight"
1,323,"SEL1OP","z-bi"
2,38,"SEL1OP","z-bi"
3,22,"SEL1OP","z-bi"
4,28,"SEL1OP","z-bi"
5,122,"SEL1OP","z-bi"
6,155,"SEL1OP","z-bi"
7,132,"SEL1OP","z-bi"
8,329,"SEL1OP","z-bi"
9,197,"SEL1OP","z-bi"
10,216,"SEL1OP","z-bi"
11,40,"SEL1OP","z-bi"
12,24,"SEL1OP","z-bi"
13,24,"SEL1OP","z-bi"
14,84,"SEL1OP","z-bi"
15,19,"SEL1OP","z-bi"
16,32,"SEL1OP","z-bi"
17,38,"SEL1OP","z-bi"
18,38,"SEL1OP","z-bi"
19,38,"SEL1OP","z-bi"
20,38,"SEL1OP","z-bi"
21,38,"SEL1OP","z-bi"
22,90,"SEL1OP","z-bi"
23,42,"SEL1OP","z-bi"
24,42,"SEL1OP","z-bi"
25,61,"SEL1OP","z-bi"
26,67,"SEL1OP","z-bi"
27,67,"SEL1OP","z-bi"
28,67,"SEL1OP","z-bi"
29,67,"SEL1OP","z-bi"
1,216,"SEL2OP","AB"
2,249,"SEL2OP","AB"
3,243,"SEL2OP","AB"
4,243,"SEL2OP","AB"
5,216,"SEL2OP","AB"
6,249,"SEL2OP","AB"
7,108,"SEL2OP","AB"
8,1278,"SEL2OP","AB"
10,2403,"SEL2OP","AB"
13,189,"SEL2OP","AB"
14,495,"SEL2OP","AB"
15,243,"SEL2OP","AB"
16,243,"SEL2OP","AB"
17,243,"SEL2OP","AB"
18,243,"SEL2OP","AB"
19,216,"SEL2OP","AB"
20,249,"SEL2OP","AB"
21,2403,"SEL2OP","AB"
24,2403,"SEL2OP","AB"
25,276,"SEL2OP","AB"
26,276,"SEL2OP","AB"
27,276,"SEL2OP","AB"
28,276,"SEL2OP","AB"
29,276,"SEL2OP","AB"
33,2403,"SEL2OP","AB"
34,276,"SEL2OP","AB"
35,801,"SEL2OP","AB"
36,801,"SEL2OP","AB"
37,801,"SEL2OP","AB"
38,1125,"SEL2OP","AB"
39,261,"SEL2OP","AB"
40,549,"SEL2OP","AB"
41,549,"SEL2OP","AB"
42,549,"SEL2OP","AB"
1,424,"SEL2OP","BA"
2,462,"SEL2OP","BA"
3,462,"SEL2OP","BA"
4,424,"SEL2OP","BA"
5,376,"SEL2OP","BA"
6,351,"SEL2OP","BA"
7,364,"SEL2OP","BA"
8,462,"SEL2OP","BA"
9,462,"SEL2OP","BA"
10,462,"SEL2OP","BA"
11,462,"SEL2OP","BA"
12,424,"SEL2OP","BA"
13,841,"SEL2OP","BA"
14,3594,"SEL2OP","BA"
15,1541,"SEL2OP","BA"
16,400,"SEL2OP","BA"
17,400,"SEL2OP","BA"
18,349,"SEL2OP","BA"
19,400,"SEL2OP","BA"
20,560,"SEL2OP","BA"
21,438,"SEL2OP","BA"
22,438,"SEL2OP","BA"
23,438,"SEL2OP","BA"
24,438,"SEL2OP","BA"
25,438,"SEL2OP","BA"
26,398,"SEL2OP","BA"
27,438,"SEL2OP","BA"
28,1546,"SEL2OP","BA"
29,1075,"SEL2OP","BA"
30,838,"SEL2OP","BA"
31,838,"SEL2OP","BA"
32,838,"SEL2OP","BA"
33,1462,"SEL2OP","BA"
34,2343,"SEL2OP","BA"
35,1276,"SEL2OP","BA"
36,3029,"SEL2OP","BA"
37,1003,"SEL2OP","BA"
38,829,"SEL2OP","BA"
39,1101,"SEL2OP","BA"
40,1101,"SEL2OP","BA"
41,1101,"SEL2OP","BA"
42,1319,"SEL2OP","BA"
1,3096,"SEL2OP","weight"
2,3384,"SEL2OP","weight"
3,3384,"SEL2OP","weight"
4,3096,"SEL2OP","weight"
5,1504,"SEL2OP","weight"
6,3096,"SEL2OP","weight"
7,2632,"SEL2OP","weight"
8,3384,"SEL2OP","weight"
9,3384,"SEL2OP","weight"
10,3384,"SEL2OP","weight"
11,3384,"SEL2OP","weight"
12,3096,"SEL2OP","weight"
13,36824,"SEL2OP","weight"
14,2944,"SEL2OP","weight"
15,2944,"SEL2OP","weight"
16,2944,"SEL2OP","weight"
17,2944,"SEL2OP","weight"
18,3232,"SEL2OP","weight"
19,3232,"SEL2OP","weight"
20,3232,"SEL2OP","weight"
21,3232,"SEL2OP","weight"
22,3232,"SEL2OP","weight"
23,3232,"SEL2OP","weight"
24,2424,"SEL2OP","weight"
25,3232,"SEL2OP","weight"
26,8600,"SEL2OP","weight"
27,9408,"SEL2OP","weight"
28,9408,"SEL2OP","weight"
29,9408,"SEL2OP","weight"
30,19664,"SEL2OP","weight"
31,17160,"SEL2OP","weight"
32,7640,"SEL2OP","weight"
33,4008,"SEL2OP","weight"
34,8392,"SEL2OP","weight"
35,8392,"SEL2OP","weight"
36,8392,"SEL2OP","weight"
37,18412,"SEL2OP","weight"
38,18412,"SEL2OP","weight"
39,18412,"SEL2OP","weight"
40,18412,"SEL2OP","weight"
41,18412,"SEL2OP","weight"
42,18412,"SEL2OP","weight"
1,1908,"SEL2OP","weight"
2,2088,"SEL2OP","weight"
3,2088,"SEL2OP","weight"
4,1908,"SEL2OP","weight"
5,928,"SEL2OP","weight"
6,1908,"SEL2OP","weight"
7,1624,"SEL2OP","weight"
8,2088,"SEL2OP","weight"
9,2088,"SEL2OP","weight"
10,2088,"SEL2OP","weight"
11,2088,"SEL2OP","weight"
12,1908,"SEL2OP","weight"
13,22712,"SEL2OP","weight"
14,1840,"SEL2OP","weight"
15,1840,"SEL2OP","weight"
16,1840,"SEL2OP","weight"
17,1840,"SEL2OP","weight"
18,1616,"SEL2OP","weight"
19,2020,"SEL2OP","weight"
20,2020,"SEL2OP","weight"
21,2020,"SEL2OP","weight"
22,2020,"SEL2OP","weight"
23,2020,"SEL2OP","weight"
24,1616,"SEL2OP","weight"
25,2020,"SEL2OP","weight"
26,4300,"SEL2OP","weight"
27,4300,"SEL2OP","weight"
28,4704,"SEL2OP","weight"
29,4704,"SEL2OP","weight"
30,4704,"SEL2OP","weight"
31,12128,"SEL2OP","weight"
32,10584,"SEL2OP","weight"
33,4712,"SEL2OP","weight"
34,2472,"SEL2OP","weight"
35,5176,"SEL2OP","weight"
36,5176,"SEL2OP","weight"
37,5176,"SEL2OP","weight"
38,11356,"SEL2OP","weight"
39,11356,"SEL2OP","weight"
40,22712,"SEL2OP","weight"
41,11356,"SEL2OP","weight"
42,11356,"SEL2OP","weight"
1,424,"SEL2OP","z-bi"
2,462,"SEL2OP","z-bi"
3,462,"SEL2OP","z-bi"
4,424,"SEL2OP","z-bi"
5,376,"SEL2OP","z-bi"
6,351,"SEL2OP","z-bi"
7,364,"SEL2OP","z-bi"
8,462,"SEL2OP","z-bi"
9,462,"SEL2OP","z-bi"
10,462,"SEL2OP","z-bi"
11,462,"SEL2OP","z-bi"
12,424,"SEL2OP","z-bi"
13,841,"SEL2OP","z-bi"
14,3594,"SEL2OP","z-bi"
15,1541,"SEL2OP","z-bi"
16,400,"SEL2OP","z-bi"
17,400,"SEL2OP","z-bi"
18,349,"SEL2OP","z-bi"
19,400,"SEL2OP","z-bi"
20,560,"SEL2OP","z-bi"
21,438,"SEL2OP","z-bi"
22,438,"SEL2OP","z-bi"
23,438,"SEL2OP","z-bi"
24,438,"SEL2OP","z-bi"
25,438,"SEL2OP","z-bi"
26,398,"SEL2OP","z-bi"
27,438,"SEL2OP","z-bi"
28,1546,"SEL2OP","z-bi"
29,1075,"SEL2OP","z-bi"
30,838,"SEL2OP","z-bi"
31,838,"SEL2OP","z-bi"
32,838,"SEL2OP","z-bi"
33,1462,"SEL2OP","z-bi"
34,2343,"SEL2OP","z-bi"
35,1276,"SEL2OP","z-bi"
36,3029,"SEL2OP","z-bi"
37,1003,"SEL2OP","z-bi"
38,829,"SEL2OP","z-bi"
39,1101,"SEL2OP","z-bi"
40,1101,"SEL2OP","z-bi"
41,1101,"SEL2OP","z-bi"
42,1319,"SEL2OP","z-bi"
