"file","line","m"
"MED2CA_weight_B.dat",8900001,23000001
"MED2CA_weight_A.dat",9000001,23000001
"MED2CA_weight_B.dat",9000001,23000001
"MED2CA_weight_A.dat",9100001,23000001
"MED2CA_weight_B.dat",9100001,23000001
"MED2CA_weight_A.dat",9200001,23000001
"MED2CA_weight_B.dat",9200001,23000001
"MED2CA_weight_A.dat",9300001,23000001
"MED2CA_weight_B.dat",9300001,23000001
"MED2CA_weight_A.dat",9400001,23000001
"MED2CA_weight_B.dat",9400001,23000001
"MED2CA_weight_A.dat",9500001,23000001
"MED2CA_weight_B.dat",9500001,23000001
"MED2CA_weight_A.dat",9600001,23000001
"MED2CA_weight_B.dat",9600001,23000001
"MED2CA_weight_A.dat",9700001,23000001
"MED2CA_weight_B.dat",9700001,23000001
"MED2CA_weight_A.dat",9800001,23000001
"MED2CA_weight_B.dat",9800001,23000001
"MED2CA_weight_A.dat",9900001,23000001
"MED2CA_weight_B.dat",9900001,23000001
"MED2CA_weight_A.dat",10000001,23000001
"MED2CA_weight_B.dat",10000001,23000001
"MED2CA_weight_A.dat",10100001,23000001
"MED2CA_weight_B.dat",10100001,23000001
"MED2CA_weight_A.dat",10200001,23000001
"MED2CA_weight_B.dat",10200001,23000001
"MED2CA_weight_A.dat",10300001,23000001
"MED2CA_weight_B.dat",10300001,23000001
"MED2CA_weight_A.dat",10400001,23000001
"MED2CA_weight_B.dat",10400001,23000001
"MED2CA_weight_A.dat",10500001,23000001
"MED2CA_weight_B.dat",10500001,23000001
"MED2CA_weight_A.dat",10600001,23000001
"MED2CA_weight_B.dat",10600001,23000001
"MED2CA_weight_A.dat",10700001,23000001
"MED2CA_weight_B.dat",10700001,23000001
"MED2CA_weight_A.dat",10800001,23000001
"MED2CA_weight_B.dat",10800001,23000001
"MED2CA_weight_A.dat",10900001,23000001
"MED2CA_weight_B.dat",10900001,23000001
"MED2CA_weight_A.dat",11000001,23000001
"MED2CA_weight_B.dat",11000001,23000001
"MED2CA_weight_A.dat",11100001,23000001
"MED2CA_weight_B.dat",11100001,23000001
"MED2CA_weight_A.dat",11200001,23000001
"MED2CA_weight_B.dat",11200001,23000001
"MED2CA_weight_A.dat",11300001,23000001
"MED2CA_weight_B.dat",11300001,23000001
"MED2CA_weight_A.dat",11400001,23000001
"MED2CA_weight_B.dat",11400001,23000001
"MED2CA_weight_A.dat",11500001,23000001
"MED2CA_weight_B.dat",11500001,23000001
"MED2CA_weight_A.dat",11600001,23000001
"MED2CA_weight_B.dat",11600001,23000001
"MED2CA_weight_A.dat",11700001,23000001
"MED2CA_weight_B.dat",11700001,23000001
"MED2CA_weight_A.dat",11800001,23000001
"MED2CA_weight_B.dat",11800001,23000001
"MED2CA_weight_A.dat",11900001,23000001
"MED2CA_weight_B.dat",11900001,23000001
"MED2CA_weight_A.dat",12000001,23000001
"MED2CA_weight_B.dat",12000001,23000001
"MED2CA_weight_A.dat",12100001,23000001
"MED2CA_weight_B.dat",12100001,23000001
"MED2CA_weight_A.dat",12200001,23000001
"MED2CA_weight_B.dat",12200001,23000001
"MED2CA_weight_A.dat",12300001,23000001
"MED2CA_weight_B.dat",12300001,23000001
"MED2CA_weight_A.dat",12400001,23000001
"MED2CA_weight_B.dat",12400001,23000001
"MED2CA_weight_A.dat",12500001,23000001
"MED2CA_weight_B.dat",12500001,23000001
"MED2CA_weight_A.dat",12600001,23000001
"MED2CA_weight_B.dat",12600001,23000001
"MED2CA_weight_A.dat",12700001,23000001
"MED2CA_weight_B.dat",12700001,23000001
"MED2CA_weight_A.dat",12800001,23000001
"MED2CA_weight_B.dat",12800001,23000001
"MED2CA_weight_A.dat",12900001,23000001
"MED2CA_weight_B.dat",12900001,23000001
"MED2CA_weight_A.dat",13000001,23000001
"MED2CA_weight_B.dat",13000001,23000001
"MED2CA_weight_A.dat",13100001,23000001
"MED2CA_weight_B.dat",13100001,23000001
"MED2CA_weight_A.dat",13200001,23000001
"MED2CA_weight_B.dat",13200001,23000001
"MED2CA_weight_A.dat",13300001,23000001
"MED2CA_weight_B.dat",13300001,23000001
"MED2CA_weight_A.dat",13400001,23000001
"MED2CA_weight_B.dat",13400001,23000001
"MED2CA_weight_A.dat",13500001,23000001
"MED2CA_weight_B.dat",13500001,23000001
"MED2CA_weight_A.dat",13600001,23000001
"MED2CA_weight_B.dat",13600001,23000001
"MED2CA_weight_A.dat",13700001,23000001
"MED2CA_weight_B.dat",13700001,23000001
"MED2CA_weight_A.dat",13800001,23000001
"MED2CA_weight_B.dat",13800001,23000001
"MED2CA_weight_A.dat",13900001,23000001
"MED2CA_weight_B.dat",13900001,23000001
"MED2CA_weight_A.dat",14000001,23000001
"MED2CA_weight_B.dat",14000001,23000001
"MED2CA_weight_A.dat",14100001,23000001
"MED2CA_weight_B.dat",14100001,23000001
"MED2CA_weight_A.dat",14200001,23000001
"MED2CA_weight_B.dat",14200001,23000001
"MED2CA_weight_A.dat",14300001,23000001
"MED2CA_weight_B.dat",14300001,23000001
"MED2CA_weight_A.dat",14400001,23000001
"MED2CA_weight_B.dat",14400001,23000001
"MED2CA_weight_A.dat",14500001,23000001
"MED2CA_weight_B.dat",14500001,23000001
"MED2CA_weight_A.dat",14600001,23000001
"MED2CA_weight_B.dat",14600001,23000001
"MED2CA_weight_A.dat",14700001,23000001
"MED2CA_weight_B.dat",14700001,23000001
"MED2CA_weight_A.dat",14800001,23000001
"MED2CA_weight_B.dat",14800001,23000001
"MED2CA_weight_A.dat",14900001,23000001
"MED2CA_weight_B.dat",14900001,23000001
"MED2CA_weight_A.dat",15000001,23000001
"MED2CA_weight_B.dat",15000001,23000001
"MED2CA_weight_A.dat",15100001,23000001
"MED2CA_weight_B.dat",15100001,23000001
"MED2CA_weight_A.dat",15200001,23000001
"MED2CA_weight_B.dat",15200001,23000001
"MED2CA_weight_A.dat",15300001,23000001
"MED2CA_weight_B.dat",15300001,23000001
"MED2CA_weight_A.dat",15400001,23000001
"MED2CA_weight_B.dat",15400001,23000001
"MED2CA_weight_A.dat",15500001,23000001
"MED2CA_weight_B.dat",15500001,23000001
"MED2CA_weight_A.dat",15600001,23000001
"MED2CA_weight_B.dat",15600001,23000001
"MED2CA_weight_A.dat",15700001,23000001
"MED2CA_weight_B.dat",15700001,23000001
"MED2CA_weight_A.dat",15800001,23000001
"MED2CA_weight_B.dat",15800001,23000001
"MED2CA_weight_A.dat",15900001,23000001
"MED2CA_weight_B.dat",15900001,23000001
"MED2CA_weight_A.dat",16000001,23000001
"MED2CA_weight_B.dat",16000001,23000001
"MED2CA_weight_A.dat",16100001,23000001
"MED2CA_weight_B.dat",16100001,23000001
"MED2CA_weight_A.dat",16200001,23000001
"MED2CA_weight_B.dat",16200001,23000001
"MED2CA_weight_A.dat",16300001,23000001
"MED2CA_weight_B.dat",16300001,23000001
"MED2CA_weight_A.dat",16400001,23000001
"MED2CA_weight_B.dat",16400001,23000001
"MED2CA_weight_A.dat",16500001,23000001
"MED2CA_weight_B.dat",16500001,23000001
"MED2CA_weight_A.dat",16600001,23000001
"MED2CA_weight_B.dat",16600001,23000001
"MED2CA_weight_A.dat",16700001,23000001
"MED2CA_weight_B.dat",16700001,23000001
"MED2CA_weight_A.dat",16800001,23000001
"MED2CA_weight_B.dat",16800001,23000001
"MED2CA_weight_A.dat",16900001,23000001
"MED2CA_weight_B.dat",16900001,23000001
"MED2CA_weight_A.dat",17000001,23000001
"MED2CA_weight_B.dat",17000001,23000001
"MED2CA_weight_A.dat",17100001,23000001
"MED2CA_weight_B.dat",17100001,23000001
"MED2CA_weight_A.dat",17200001,23000001
"MED2CA_weight_B.dat",17200001,23000001
"MED2CA_weight_A.dat",17300001,23000001
"MED2CA_weight_B.dat",17300001,23000001
"MED2CA_weight_A.dat",17400001,23000001
"MED2CA_weight_B.dat",17400001,23000001
"MED2CA_weight_A.dat",17500001,23000001
"MED2CA_weight_B.dat",17500001,23000001
"MED2CA_weight_A.dat",17600001,23000001
"MED2CA_weight_B.dat",17600001,23000001
"MED2CA_weight_A.dat",17700001,23000001
"MED2CA_weight_B.dat",17700001,23000001
"MED2CA_weight_A.dat",17800001,23000001
"MED2CA_weight_B.dat",17800001,23000001
"MED2CA_weight_A.dat",17900001,23000001
"MED2CA_weight_B.dat",17900001,23000001
"MED2CA_weight_A.dat",18000001,23000001
"MED2CA_weight_B.dat",18000001,23000001
"MED2CA_weight_A.dat",18100001,23000001
"MED2CA_weight_B.dat",18100001,23000001
"MED2CA_weight_A.dat",18200001,23000001
"MED2CA_weight_B.dat",18200001,23000001
"MED2CA_weight_A.dat",18300001,23000001
"MED2CA_weight_B.dat",18300001,23000001
"MED2CA_weight_A.dat",18400001,23000001
"MED2CA_weight_B.dat",18400001,23000001
"MED2CA_weight_A.dat",18500001,23000001
"MED2CA_weight_B.dat",18500001,23000001
"MED2CA_weight_A.dat",18600001,23000001
"MED2CA_weight_B.dat",18600001,23000001
"MED2CA_weight_A.dat",18700001,23000001
"MED2CA_weight_B.dat",18700001,23000001
"MED2CA_weight_A.dat",18800001,23000001
"MED2CA_weight_B.dat",18800001,23000001
"MED2CA_weight_A.dat",18900001,23000001
"MED2CA_weight_B.dat",18900001,23000001
"MED2CA_weight_A.dat",19000001,23000001
"MED2CA_weight_B.dat",19000001,23000001
"MED2CA_weight_A.dat",19100001,23000001
"MED2CA_weight_B.dat",19100001,23000001
"MED2CA_weight_A.dat",19200001,23000001
"MED2CA_weight_B.dat",19200001,23000001
"MED2CA_weight_A.dat",19300001,23000001
"MED2CA_weight_B.dat",19300001,23000001
"MED2CA_weight_A.dat",19400001,23000001
"MED2CA_weight_B.dat",19400001,23000001
"MED2CA_weight_A.dat",19500001,23000001
"MED2CA_weight_B.dat",19500001,23000001
"MED2CA_weight_A.dat",19600001,23000001
"MED2CA_weight_B.dat",19600001,23000001
"MED2CA_weight_A.dat",19700001,23000001
"MED2CA_weight_B.dat",19700001,23000001
"MED2CA_weight_A.dat",19800001,23000001
"MED2CA_weight_B.dat",19800001,23000001
"MED2CA_weight_A.dat",19900001,23000001
"MED2CA_weight_B.dat",19900001,23000001
"MED2CA_weight_A.dat",20000001,23000001
"MED2CA_weight_B.dat",20000001,23000001
"MED2CA_weight_A.dat",20100001,23000001
"MED2CA_weight_B.dat",20100001,23000001
"MED2CA_weight_A.dat",20200001,23000001
"MED2CA_weight_B.dat",20200001,23000001
"MED2CA_weight_A.dat",20300001,23000001
"MED2CA_weight_B.dat",20300001,23000001
"MED2CA_weight_A.dat",20400001,23000001
"MED2CA_weight_B.dat",20400001,23000001
"MED2CA_weight_A.dat",20500001,23000001
"MED2CA_weight_B.dat",20500001,23000001
"MED2CA_weight_A.dat",20600001,23000001
"MED2CA_weight_B.dat",20600001,23000001
"MED2CA_weight_A.dat",20700001,23000001
"MED2CA_weight_B.dat",20700001,23000001
"MED2CA_weight_A.dat",20800001,23000001
"MED2CA_weight_B.dat",20800001,23000001
"MED2CA_weight_A.dat",20900001,23000001
"MED2CA_weight_B.dat",20900001,23000001
"MED2CA_weight_A.dat",21000001,23000001
"MED2CA_weight_B.dat",21000001,23000001
"MED2CA_weight_A.dat",21100001,23000001
"MED2CA_weight_B.dat",21100001,23000001
"MED2CA_weight_A.dat",21200001,23000001
"MED2CA_weight_B.dat",21200001,23000001
"MED2CA_weight_A.dat",21300001,23000001
"MED2CA_weight_B.dat",21300001,23000001
"MED2CA_weight_A.dat",21400001,23000001
"MED2CA_weight_B.dat",21400001,23000001
"MED2CA_weight_A.dat",21500001,23000001
"MED2CA_weight_B.dat",21500001,23000001
"MED2CA_weight_A.dat",21600001,23000001
"MED2CA_weight_B.dat",21600001,23000001
"MED2CA_weight_A.dat",21700001,23000001
"MED2CA_weight_B.dat",21700001,23000001
"MED2CA_weight_A.dat",21800001,23000001
"MED2CA_weight_B.dat",21800001,23000001
"MED2CA_weight_A.dat",21900001,23000001
"MED2CA_weight_B.dat",21900001,23000001
"MED2CA_weight_A.dat",22000001,23000001
"MED2CA_weight_B.dat",22000001,23000001
"MED2CA_weight_A.dat",22100001,23000001
"MED2CA_weight_B.dat",22100001,23000001
"MED2CA_weight_A.dat",22200001,23000001
"MED2CA_weight_B.dat",22200001,23000001
"MED2CA_weight_A.dat",22300001,23000001
"MED2CA_weight_B.dat",22300001,23000001
"MED2CA_weight_A.dat",22400001,23000001
"MED2CA_weight_B.dat",22400001,23000001
"MED2CA_weight_A.dat",22500001,23000001
"MED2CA_weight_B.dat",22500001,23000001
"MED2CA_weight_A.dat",22600001,23000001
"MED2CA_weight_B.dat",22600001,23000001
"MED2CA_weight_A.dat",22700001,23000001
"MED2CA_weight_B.dat",22700001,23000001
"MED2CA_weight_A.dat",22800001,23000001
"MED2CA_weight_B.dat",22800001,23000001
"MED2CA_weight_A.dat",22900001,23000001
"MED2CA_weight_B.dat",22900001,23000001
"MED2CA_weight_A.dat",23000001,23000001
"MED2CA_weight_B.dat",23000001,23000001
"MIQ1OP_z-bi_all.dat",1,28000001
"MIQ1OP_z-bi_all.dat",100001,28000001
"MIQ1OP_z-bi_all.dat",200001,28000001
"MIQ1OP_z-bi_all.dat",300001,28000001
"MIQ1OP_z-bi_all.dat",400001,28000001
"MIQ1OP_z-bi_all.dat",500001,28000001
"MIQ1OP_z-bi_all.dat",600001,28000001
"MIQ1OP_z-bi_all.dat",700001,28000001
"MIQ1OP_z-bi_all.dat",800001,28000001
"MIQ1OP_z-bi_all.dat",900001,28000001
"MIQ1OP_z-bi_all.dat",1000001,28000001
"MIQ1OP_z-bi_all.dat",1100001,28000001
"MIQ1OP_z-bi_all.dat",1200001,28000001
"MIQ1OP_z-bi_all.dat",1300001,28000001
"MIQ1OP_z-bi_all.dat",1400001,28000001
"MIQ1OP_z-bi_all.dat",1500001,28000001
"MIQ1OP_z-bi_all.dat",1600001,28000001
"MIQ1OP_z-bi_all.dat",1700001,28000001
"MIQ1OP_z-bi_all.dat",1800001,28000001
"MIQ1OP_z-bi_all.dat",1900001,28000001
"MIQ1OP_z-bi_all.dat",2000001,28000001
"MIQ1OP_z-bi_all.dat",2100001,28000001
"MIQ1OP_z-bi_all.dat",2200001,28000001
"MIQ1OP_z-bi_all.dat",2300001,28000001
"MIQ1OP_z-bi_all.dat",2400001,28000001
"MIQ1OP_z-bi_all.dat",2500001,28000001
"MIQ1OP_z-bi_all.dat",2600001,28000001
"MIQ1OP_z-bi_all.dat",2700001,28000001
"MIQ1OP_z-bi_all.dat",2800001,28000001
"MIQ1OP_z-bi_all.dat",2900001,28000001
"MIQ1OP_z-bi_all.dat",3000001,28000001
"MIQ1OP_z-bi_all.dat",3100001,28000001
"MIQ1OP_z-bi_all.dat",3200001,28000001
"MIQ1OP_z-bi_all.dat",3300001,28000001
"MIQ1OP_z-bi_all.dat",3400001,28000001
"MIQ1OP_z-bi_all.dat",3500001,28000001
"MIQ1OP_z-bi_all.dat",3600001,28000001
"MIQ1OP_z-bi_all.dat",3700001,28000001
"MIQ1OP_z-bi_all.dat",3800001,28000001
"MIQ1OP_z-bi_all.dat",3900001,28000001
"MIQ1OP_z-bi_all.dat",4000001,28000001
"MIQ1OP_z-bi_all.dat",4100001,28000001
"MIQ1OP_z-bi_all.dat",4200001,28000001
"MIQ1OP_z-bi_all.dat",4300001,28000001
"MIQ1OP_z-bi_all.dat",4400001,28000001
"MIQ1OP_z-bi_all.dat",4500001,28000001
"MIQ1OP_z-bi_all.dat",4600001,28000001
"MIQ1OP_z-bi_all.dat",4700001,28000001
"MIQ1OP_z-bi_all.dat",4800001,28000001
"MIQ1OP_z-bi_all.dat",4900001,28000001
"MIQ1OP_z-bi_all.dat",5000001,28000001
"MIQ1OP_z-bi_all.dat",5100001,28000001
"MIQ1OP_z-bi_all.dat",5200001,28000001
"MIQ1OP_z-bi_all.dat",5300001,28000001
"MIQ1OP_z-bi_all.dat",5400001,28000001
"MIQ1OP_z-bi_all.dat",5500001,28000001
"MIQ1OP_z-bi_all.dat",5600001,28000001
"MIQ1OP_z-bi_all.dat",5700001,28000001
"MIQ1OP_z-bi_all.dat",5800001,28000001
"MIQ1OP_z-bi_all.dat",5900001,28000001
"MIQ1OP_z-bi_all.dat",6000001,28000001
"MIQ1OP_z-bi_all.dat",6100001,28000001
"MIQ1OP_z-bi_all.dat",6200001,28000001
"MIQ1OP_z-bi_all.dat",6300001,28000001
"MIQ1OP_z-bi_all.dat",6400001,28000001
"MIQ1OP_z-bi_all.dat",6500001,28000001
"MIQ1OP_z-bi_all.dat",6600001,28000001
"MIQ1OP_z-bi_all.dat",6700001,28000001
"MIQ1OP_z-bi_all.dat",6800001,28000001
"MIQ1OP_z-bi_all.dat",6900001,28000001
"MIQ1OP_z-bi_all.dat",7000001,28000001
"MIQ1OP_z-bi_all.dat",7100001,28000001
"MIQ1OP_z-bi_all.dat",7200001,28000001
"MIQ1OP_z-bi_all.dat",7300001,28000001
"MIQ1OP_z-bi_all.dat",7400001,28000001
"MIQ1OP_z-bi_all.dat",7500001,28000001
"MIQ1OP_z-bi_all.dat",7600001,28000001
"MIQ1OP_z-bi_all.dat",7700001,28000001
"MIQ1OP_z-bi_all.dat",7800001,28000001
"MIQ1OP_z-bi_all.dat",7900001,28000001
"MIQ1OP_z-bi_all.dat",8000001,28000001
"MIQ1OP_z-bi_all.dat",8100001,28000001
"MIQ1OP_z-bi_all.dat",8200001,28000001
"MIQ1OP_z-bi_all.dat",8300001,28000001
"MIQ1OP_z-bi_all.dat",8400001,28000001
"MIQ1OP_z-bi_all.dat",8500001,28000001
"MIQ1OP_z-bi_all.dat",8600001,28000001
"MIQ1OP_z-bi_all.dat",8700001,28000001
"MIQ1OP_z-bi_all.dat",8800001,28000001
"MIQ1OP_z-bi_all.dat",8900001,28000001
"MIQ1OP_z-bi_all.dat",9000001,28000001
"MIQ1OP_z-bi_all.dat",9100001,28000001
"MIQ1OP_z-bi_all.dat",9200001,28000001
"MIQ1OP_z-bi_all.dat",9300001,28000001
"MIQ1OP_z-bi_all.dat",9400001,28000001
"MIQ1OP_z-bi_all.dat",9500001,28000001
"MIQ1OP_z-bi_all.dat",9600001,28000001
"MIQ1OP_z-bi_all.dat",9700001,28000001
"MIQ1OP_z-bi_all.dat",9800001,28000001
"MIQ1OP_z-bi_all.dat",9900001,28000001
"MIQ1OP_z-bi_all.dat",10000001,28000001
"MIQ1OP_z-bi_all.dat",10100001,28000001
"MIQ1OP_z-bi_all.dat",10200001,28000001
"MIQ1OP_z-bi_all.dat",10300001,28000001
"MIQ1OP_z-bi_all.dat",10400001,28000001
"MIQ1OP_z-bi_all.dat",10500001,28000001
"MIQ1OP_z-bi_all.dat",10600001,28000001
"MIQ1OP_z-bi_all.dat",10700001,28000001
"MIQ1OP_z-bi_all.dat",10800001,28000001
"MIQ1OP_z-bi_all.dat",10900001,28000001
"MIQ1OP_z-bi_all.dat",11000001,28000001
"MIQ1OP_z-bi_all.dat",11100001,28000001
"MIQ1OP_z-bi_all.dat",11200001,28000001
"MIQ1OP_z-bi_all.dat",11300001,28000001
"MIQ1OP_z-bi_all.dat",11400001,28000001
"MIQ1OP_z-bi_all.dat",11500001,28000001
"MIQ1OP_z-bi_all.dat",11600001,28000001
"MIQ1OP_z-bi_all.dat",11700001,28000001
"MIQ1OP_z-bi_all.dat",11800001,28000001
"MIQ1OP_z-bi_all.dat",11900001,28000001
"MIQ1OP_z-bi_all.dat",12000001,28000001
"MIQ1OP_z-bi_all.dat",12100001,28000001
"MIQ1OP_z-bi_all.dat",12200001,28000001
"MIQ1OP_z-bi_all.dat",12300001,28000001
"MIQ1OP_z-bi_all.dat",12400001,28000001
"MIQ1OP_z-bi_all.dat",12500001,28000001
"MIQ1OP_z-bi_all.dat",12600001,28000001
"MIQ1OP_z-bi_all.dat",12700001,28000001
"MIQ1OP_z-bi_all.dat",12800001,28000001
"MIQ1OP_z-bi_all.dat",12900001,28000001
"MIQ1OP_z-bi_all.dat",13000001,28000001
"MIQ1OP_z-bi_all.dat",13100001,28000001
"MIQ1OP_z-bi_all.dat",13200001,28000001
"MIQ1OP_z-bi_all.dat",13300001,28000001
"MIQ1OP_z-bi_all.dat",13400001,28000001
"MIQ1OP_z-bi_all.dat",13500001,28000001
"MIQ1OP_z-bi_all.dat",13600001,28000001
"MIQ1OP_z-bi_all.dat",13700001,28000001
"MIQ1OP_z-bi_all.dat",13800001,28000001
"MIQ1OP_z-bi_all.dat",13900001,28000001
"MIQ1OP_z-bi_all.dat",14000001,28000001
"MIQ1OP_z-bi_all.dat",14100001,28000001
"MIQ1OP_z-bi_all.dat",14200001,28000001
"MIQ1OP_z-bi_all.dat",14300001,28000001
"MIQ1OP_z-bi_all.dat",14400001,28000001
"MIQ1OP_z-bi_all.dat",14500001,28000001
"MIQ1OP_z-bi_all.dat",14600001,28000001
"MIQ1OP_z-bi_all.dat",14700001,28000001
"MIQ1OP_z-bi_all.dat",14800001,28000001
"MIQ1OP_z-bi_all.dat",14900001,28000001
"MIQ1OP_z-bi_all.dat",15000001,28000001
"MIQ1OP_z-bi_all.dat",15100001,28000001
"MIQ1OP_z-bi_all.dat",15200001,28000001
"MIQ1OP_z-bi_all.dat",15300001,28000001
"MIQ1OP_z-bi_all.dat",15400001,28000001
"MIQ1OP_z-bi_all.dat",15500001,28000001
"MIQ1OP_z-bi_all.dat",15600001,28000001
"MIQ1OP_z-bi_all.dat",15700001,28000001
"MIQ1OP_z-bi_all.dat",15800001,28000001
"MIQ1OP_z-bi_all.dat",15900001,28000001
"MIQ1OP_z-bi_all.dat",16000001,28000001
"MIQ1OP_z-bi_all.dat",16100001,28000001
"MIQ1OP_z-bi_all.dat",16200001,28000001
"MIQ1OP_z-bi_all.dat",16300001,28000001
"MIQ1OP_z-bi_all.dat",16400001,28000001
"MIQ1OP_z-bi_all.dat",16500001,28000001
"MIQ1OP_z-bi_all.dat",16600001,28000001
"MIQ1OP_z-bi_all.dat",16700001,28000001
"MIQ1OP_z-bi_all.dat",16800001,28000001
"MIQ1OP_z-bi_all.dat",16900001,28000001
"MIQ1OP_z-bi_all.dat",17000001,28000001
"MIQ1OP_z-bi_all.dat",17100001,28000001
"MIQ1OP_z-bi_all.dat",17200001,28000001
"MIQ1OP_z-bi_all.dat",17300001,28000001
"MIQ1OP_z-bi_all.dat",17400001,28000001
"MIQ1OP_z-bi_all.dat",17500001,28000001
"MIQ1OP_z-bi_all.dat",17600001,28000001
"MIQ1OP_z-bi_all.dat",17700001,28000001
"MIQ1OP_z-bi_all.dat",17800001,28000001
"MIQ1OP_z-bi_all.dat",17900001,28000001
"MIQ1OP_z-bi_all.dat",18000001,28000001
"MIQ1OP_z-bi_all.dat",18100001,28000001
"MIQ1OP_z-bi_all.dat",18200001,28000001
"MIQ1OP_z-bi_all.dat",18300001,28000001
"MIQ1OP_z-bi_all.dat",18400001,28000001
"MIQ1OP_z-bi_all.dat",18500001,28000001
"MIQ1OP_z-bi_all.dat",18600001,28000001
"MIQ1OP_z-bi_all.dat",18700001,28000001
"MIQ1OP_z-bi_all.dat",18800001,28000001
"MIQ1OP_z-bi_all.dat",18900001,28000001
"MIQ1OP_z-bi_all.dat",19000001,28000001
"MIQ1OP_z-bi_all.dat",19100001,28000001
"MIQ1OP_z-bi_all.dat",19200001,28000001
"MIQ1OP_z-bi_all.dat",19300001,28000001
"MIQ1OP_z-bi_all.dat",19400001,28000001
"MIQ1OP_z-bi_all.dat",19500001,28000001
"MIQ1OP_z-bi_all.dat",19600001,28000001
"MIQ1OP_z-bi_all.dat",19700001,28000001
"MIQ1OP_z-bi_all.dat",19800001,28000001
"MIQ1OP_z-bi_all.dat",19900001,28000001
"MIQ1OP_z-bi_all.dat",20000001,28000001
"MIQ1OP_z-bi_all.dat",20100001,28000001
"MIQ1OP_z-bi_all.dat",20200001,28000001
"MIQ1OP_z-bi_all.dat",20300001,28000001
"MIQ1OP_z-bi_all.dat",20400001,28000001
"MIQ1OP_z-bi_all.dat",20500001,28000001
"MIQ1OP_z-bi_all.dat",20600001,28000001
"MIQ1OP_z-bi_all.dat",20700001,28000001
"MIQ1OP_z-bi_all.dat",20800001,28000001
"MIQ1OP_z-bi_all.dat",20900001,28000001
"MIQ1OP_z-bi_all.dat",21000001,28000001
"MIQ1OP_z-bi_all.dat",21100001,28000001
"MIQ1OP_z-bi_all.dat",21200001,28000001
"MIQ1OP_z-bi_all.dat",21300001,28000001
"MIQ1OP_z-bi_all.dat",21400001,28000001
"MIQ1OP_z-bi_all.dat",21500001,28000001
"MIQ1OP_z-bi_all.dat",21600001,28000001
"MIQ1OP_z-bi_all.dat",21700001,28000001
"MIQ1OP_z-bi_all.dat",21800001,28000001
"MIQ1OP_z-bi_all.dat",21900001,28000001
"MIQ1OP_z-bi_all.dat",22000001,28000001
"MIQ1OP_z-bi_all.dat",22100001,28000001
"MIQ1OP_z-bi_all.dat",22200001,28000001
"MIQ1OP_z-bi_all.dat",22300001,28000001
"MIQ1OP_z-bi_all.dat",22400001,28000001
"MIQ1OP_z-bi_all.dat",22500001,28000001
"MIQ1OP_z-bi_all.dat",22600001,28000001
"MIQ1OP_z-bi_all.dat",22700001,28000001
"MIQ1OP_z-bi_all.dat",22800001,28000001
"MIQ1OP_z-bi_all.dat",22900001,28000001
"MIQ1OP_z-bi_all.dat",23000001,28000001
"MIQ1OP_z-bi_all.dat",23100001,28000001
"MIQ1OP_z-bi_all.dat",23200001,28000001
"MIQ1OP_z-bi_all.dat",23300001,28000001
"MIQ1OP_z-bi_all.dat",23400001,28000001
"MIQ1OP_z-bi_all.dat",23500001,28000001
"MIQ1OP_z-bi_all.dat",23600001,28000001
"MIQ1OP_z-bi_all.dat",23700001,28000001
"MIQ1OP_z-bi_all.dat",23800001,28000001
"MIQ1OP_z-bi_all.dat",23900001,28000001
"MIQ1OP_z-bi_all.dat",24000001,28000001
"MIQ1OP_z-bi_all.dat",24100001,28000001
"MIQ1OP_z-bi_all.dat",24200001,28000001
"MIQ1OP_z-bi_all.dat",24300001,28000001
"MIQ1OP_z-bi_all.dat",24400001,28000001
"MIQ1OP_z-bi_all.dat",24500001,28000001
"MIQ1OP_z-bi_all.dat",24600001,28000001
"MIQ1OP_z-bi_all.dat",24700001,28000001
"MIQ1OP_z-bi_all.dat",24800001,28000001
"MIQ1OP_z-bi_all.dat",24900001,28000001
"MIQ1OP_z-bi_all.dat",25000001,28000001
"MIQ1OP_z-bi_all.dat",25100001,28000001
"MIQ1OP_z-bi_all.dat",25200001,28000001
"MIQ1OP_z-bi_all.dat",25300001,28000001
"MIQ1OP_z-bi_all.dat",25400001,28000001
"MIQ1OP_z-bi_all.dat",25500001,28000001
"MIQ1OP_z-bi_all.dat",25600001,28000001
"MIQ1OP_z-bi_all.dat",25700001,28000001
"MIQ1OP_z-bi_all.dat",25800001,28000001
"MIQ1OP_z-bi_all.dat",25900001,28000001
"MIQ1OP_z-bi_all.dat",26000001,28000001
"MIQ1OP_z-bi_all.dat",26100001,28000001
"MIQ1OP_z-bi_all.dat",26200001,28000001
"MIQ1OP_z-bi_all.dat",26300001,28000001
"MIQ1OP_z-bi_all.dat",26400001,28000001
"MIQ1OP_z-bi_all.dat",26500001,28000001
"MIQ1OP_z-bi_all.dat",26600001,28000001
"MIQ1OP_z-bi_all.dat",26700001,28000001
"MIQ1OP_z-bi_all.dat",26800001,28000001
"MIQ1OP_z-bi_all.dat",26900001,28000001
"MIQ1OP_z-bi_all.dat",27000001,28000001
"MIQ1OP_z-bi_all.dat",27100001,28000001
"MIQ1OP_z-bi_all.dat",27200001,28000001
"MIQ1OP_z-bi_all.dat",27300001,28000001
"MIQ1OP_z-bi_all.dat",27400001,28000001
"MIQ1OP_z-bi_all.dat",27500001,28000001
"MIQ1OP_z-bi_all.dat",27600001,28000001
