"file","line","m"
"MED1CA_z-bi_all.dat",55500001,128300001
"MED1CA_z-bi_all.dat",55600001,128300001
"MED1CA_z-bi_all.dat",55700001,128300001
"MED1CA_z-bi_all.dat",55800001,128300001
"MED1CA_z-bi_all.dat",55900001,128300001
"MED1CA_z-bi_all.dat",56000001,128300001
"MED1CA_z-bi_all.dat",56100001,128300001
"MED1CA_z-bi_all.dat",56200001,128300001
"MED1CA_z-bi_all.dat",56300001,128300001
"MED1CA_z-bi_all.dat",56400001,128300001
"MED1CA_z-bi_all.dat",56500001,128300001
"MED1CA_z-bi_all.dat",56600001,128300001
"MED1CA_z-bi_all.dat",56700001,128300001
"MED1CA_z-bi_all.dat",56800001,128300001
"MED1CA_z-bi_all.dat",56900001,128300001
"MED1CA_z-bi_all.dat",57000001,128300001
"MED1CA_z-bi_all.dat",57100001,128300001
"MED1CA_z-bi_all.dat",57200001,128300001
"MED1CA_z-bi_all.dat",57300001,128300001
"MED1CA_z-bi_all.dat",57400001,128300001
"MED1CA_z-bi_all.dat",57500001,128300001
"MED1CA_z-bi_all.dat",57600001,128300001
"MED1CA_z-bi_all.dat",57700001,128300001
"MED1CA_z-bi_all.dat",57800001,128300001
"MED1CA_z-bi_all.dat",57900001,128300001
"MED1CA_z-bi_all.dat",58000001,128300001
"MED1CA_z-bi_all.dat",58100001,128300001
"MED1CA_z-bi_all.dat",58200001,128300001
"MED1CA_z-bi_all.dat",58300001,128300001
"MED1CA_z-bi_all.dat",58400001,128300001
"MED1CA_z-bi_all.dat",58500001,128300001
"MED1CA_z-bi_all.dat",58600001,128300001
"MED1CA_z-bi_all.dat",58700001,128300001
"MED1CA_z-bi_all.dat",58800001,128300001
"MED1CA_z-bi_all.dat",58900001,128300001
"MED1CA_z-bi_all.dat",59000001,128300001
"MED1CA_z-bi_all.dat",59100001,128300001
"MED1CA_z-bi_all.dat",59200001,128300001
"MED1CA_z-bi_all.dat",59300001,128300001
"MED1CA_z-bi_all.dat",59400001,128300001
"MED1CA_z-bi_all.dat",59500001,128300001
"MED1CA_z-bi_all.dat",59600001,128300001
"MED1CA_z-bi_all.dat",59700001,128300001
"MED1CA_z-bi_all.dat",59800001,128300001
"MED1CA_z-bi_all.dat",59900001,128300001
"MED1CA_z-bi_all.dat",60000001,128300001
"MED1CA_z-bi_all.dat",60100001,128300001
"MED1CA_z-bi_all.dat",60200001,128300001
"MED1CA_z-bi_all.dat",60300001,128300001
"MED1CA_z-bi_all.dat",60400001,128300001
"MED1CA_z-bi_all.dat",60500001,128300001
"MED1CA_z-bi_all.dat",60600001,128300001
"MED1CA_z-bi_all.dat",60700001,128300001
"MED1CA_z-bi_all.dat",60800001,128300001
"MED1CA_z-bi_all.dat",60900001,128300001
"MED1CA_z-bi_all.dat",61000001,128300001
"MED1CA_z-bi_all.dat",61100001,128300001
"MED1CA_z-bi_all.dat",61200001,128300001
"MED1CA_z-bi_all.dat",61300001,128300001
"MED1CA_z-bi_all.dat",61400001,128300001
"MED1CA_z-bi_all.dat",61500001,128300001
"MED1CA_z-bi_all.dat",61600001,128300001
"MED1CA_z-bi_all.dat",61700001,128300001
"MED1CA_z-bi_all.dat",61800001,128300001
"MED1CA_z-bi_all.dat",61900001,128300001
"MED1CA_z-bi_all.dat",62000001,128300001
"MED1CA_z-bi_all.dat",62100001,128300001
"MED1CA_z-bi_all.dat",62200001,128300001
"MED1CA_z-bi_all.dat",62300001,128300001
"MED1CA_z-bi_all.dat",62400001,128300001
"MED1CA_z-bi_all.dat",62500001,128300001
"MED1CA_z-bi_all.dat",62600001,128300001
"MED1CA_z-bi_all.dat",62700001,128300001
"MED1CA_z-bi_all.dat",62800001,128300001
"MED1CA_z-bi_all.dat",62900001,128300001
"MED1CA_z-bi_all.dat",63000001,128300001
"MED1CA_z-bi_all.dat",63100001,128300001
"MED1CA_z-bi_all.dat",63200001,128300001
"MED1CA_z-bi_all.dat",63300001,128300001
"MED1CA_z-bi_all.dat",63400001,128300001
"MED1CA_z-bi_all.dat",63500001,128300001
"MED1CA_z-bi_all.dat",63600001,128300001
"MED1CA_z-bi_all.dat",63700001,128300001
"MED1CA_z-bi_all.dat",63800001,128300001
"MED1CA_z-bi_all.dat",63900001,128300001
"MED1CA_z-bi_all.dat",64000001,128300001
"MED1CA_z-bi_all.dat",64100001,128300001
"MED1CA_z-bi_all.dat",64200001,128300001
"MED1CA_z-bi_all.dat",64300001,128300001
"MED1CA_z-bi_all.dat",64400001,128300001
"MED1CA_z-bi_all.dat",64500001,128300001
"MED1CA_z-bi_all.dat",64600001,128300001
"MED1CA_z-bi_all.dat",64700001,128300001
"MED1CA_z-bi_all.dat",64800001,128300001
"MED1CA_z-bi_all.dat",64900001,128300001
"MED1CA_z-bi_all.dat",65000001,128300001
"MED1CA_z-bi_all.dat",65100001,128300001
"MED1CA_z-bi_all.dat",65200001,128300001
"MED1CA_z-bi_all.dat",65300001,128300001
"MED1CA_z-bi_all.dat",65400001,128300001
"MED1CA_z-bi_all.dat",65500001,128300001
"MED1CA_z-bi_all.dat",65600001,128300001
"MED1CA_z-bi_all.dat",65700001,128300001
"MED1CA_z-bi_all.dat",65800001,128300001
"MED1CA_z-bi_all.dat",65900001,128300001
"MED1CA_z-bi_all.dat",66000001,128300001
"MED1CA_z-bi_all.dat",66100001,128300001
"MED1CA_z-bi_all.dat",66200001,128300001
"MED1CA_z-bi_all.dat",66300001,128300001
"MED1CA_z-bi_all.dat",66400001,128300001
"MED1CA_z-bi_all.dat",66500001,128300001
"MED1CA_z-bi_all.dat",66600001,128300001
"MED1CA_z-bi_all.dat",66700001,128300001
"MED1CA_z-bi_all.dat",66800001,128300001
"MED1CA_z-bi_all.dat",66900001,128300001
"MED1CA_z-bi_all.dat",67000001,128300001
"MED1CA_z-bi_all.dat",67100001,128300001
"MED1CA_z-bi_all.dat",67200001,128300001
"MED1CA_z-bi_all.dat",67300001,128300001
"MED1CA_z-bi_all.dat",67400001,128300001
"MED1CA_z-bi_all.dat",67500001,128300001
"MED1CA_z-bi_all.dat",67600001,128300001
"MED1CA_z-bi_all.dat",67700001,128300001
"MED1CA_z-bi_all.dat",67800001,128300001
"MED1CA_z-bi_all.dat",67900001,128300001
"MED1CA_z-bi_all.dat",68000001,128300001
"MED1CA_z-bi_all.dat",68100001,128300001
"MED1CA_z-bi_all.dat",68200001,128300001
"MED1CA_z-bi_all.dat",68300001,128300001
"MED1CA_z-bi_all.dat",68400001,128300001
"MED1CA_z-bi_all.dat",68500001,128300001
"MED1CA_z-bi_all.dat",68600001,128300001
"MED1CA_z-bi_all.dat",68700001,128300001
"MED1CA_z-bi_all.dat",68800001,128300001
"MED1CA_z-bi_all.dat",68900001,128300001
"MED1CA_z-bi_all.dat",69000001,128300001
"MED1CA_z-bi_all.dat",69100001,128300001
"MED1CA_z-bi_all.dat",69200001,128300001
"MED1CA_z-bi_all.dat",69300001,128300001
"MED1CA_z-bi_all.dat",69400001,128300001
"MED1CA_z-bi_all.dat",69500001,128300001
"MED1CA_z-bi_all.dat",69600001,128300001
"MED1CA_z-bi_all.dat",69700001,128300001
"MED1CA_z-bi_all.dat",69800001,128300001
"MED1CA_z-bi_all.dat",69900001,128300001
"MED1CA_z-bi_all.dat",70000001,128300001
"MED1CA_z-bi_all.dat",70100001,128300001
"MED1CA_z-bi_all.dat",70200001,128300001
"MED1CA_z-bi_all.dat",70300001,128300001
"MED1CA_z-bi_all.dat",70400001,128300001
"MED1CA_z-bi_all.dat",70500001,128300001
"MED1CA_z-bi_all.dat",70600001,128300001
"MED1CA_z-bi_all.dat",70700001,128300001
"MED1CA_z-bi_all.dat",70800001,128300001
"MED1CA_z-bi_all.dat",70900001,128300001
"MED1CA_z-bi_all.dat",71000001,128300001
"MED1CA_z-bi_all.dat",71100001,128300001
"MED1CA_z-bi_all.dat",71200001,128300001
"MED1CA_z-bi_all.dat",71300001,128300001
"MED1CA_z-bi_all.dat",71400001,128300001
"MED1CA_z-bi_all.dat",71500001,128300001
"MED1CA_z-bi_all.dat",71600001,128300001
"MED1CA_z-bi_all.dat",71700001,128300001
"MED1CA_z-bi_all.dat",71800001,128300001
"MED1CA_z-bi_all.dat",71900001,128300001
"MED1CA_z-bi_all.dat",72000001,128300001
"MED1CA_z-bi_all.dat",72100001,128300001
"MED1CA_z-bi_all.dat",72200001,128300001
"MED1CA_z-bi_all.dat",72300001,128300001
"MED1CA_z-bi_all.dat",72400001,128300001
"MED1CA_z-bi_all.dat",72500001,128300001
"MED1CA_z-bi_all.dat",72600001,128300001
"MED1CA_z-bi_all.dat",72700001,128300001
"MED1CA_z-bi_all.dat",72800001,128300001
"MED1CA_z-bi_all.dat",72900001,128300001
"MED1CA_z-bi_all.dat",73000001,128300001
"MED1CA_z-bi_all.dat",73100001,128300001
"MED1CA_z-bi_all.dat",73200001,128300001
"MED1CA_z-bi_all.dat",73300001,128300001
"MED1CA_z-bi_all.dat",73400001,128300001
"MED1CA_z-bi_all.dat",73500001,128300001
"MED1CA_z-bi_all.dat",73600001,128300001
"MED1CA_z-bi_all.dat",73700001,128300001
"MED1CA_z-bi_all.dat",73800001,128300001
"MED1CA_z-bi_all.dat",73900001,128300001
"MED1CA_z-bi_all.dat",74000001,128300001
"MED1CA_z-bi_all.dat",74100001,128300001
"MED1CA_z-bi_all.dat",74200001,128300001
"MED1CA_z-bi_all.dat",74300001,128300001
"MED1CA_z-bi_all.dat",74400001,128300001
"MED1CA_z-bi_all.dat",74500001,128300001
"MED1CA_z-bi_all.dat",74600001,128300001
"MED1CA_z-bi_all.dat",74700001,128300001
"MED1CA_z-bi_all.dat",74800001,128300001
"MED1CA_z-bi_all.dat",74900001,128300001
"MED1CA_z-bi_all.dat",75000001,128300001
"MED1CA_z-bi_all.dat",75100001,128300001
"MED1CA_z-bi_all.dat",75200001,128300001
"MED1CA_z-bi_all.dat",75300001,128300001
"MED1CA_z-bi_all.dat",75400001,128300001
"MED1CA_z-bi_all.dat",75500001,128300001
"MED1CA_z-bi_all.dat",75600001,128300001
"MED1CA_z-bi_all.dat",75700001,128300001
"MED1CA_z-bi_all.dat",75800001,128300001
"MED1CA_z-bi_all.dat",75900001,128300001
"MED1CA_z-bi_all.dat",76000001,128300001
"MED1CA_z-bi_all.dat",76100001,128300001
"MED1CA_z-bi_all.dat",76200001,128300001
"MED1CA_z-bi_all.dat",76300001,128300001
"MED1CA_z-bi_all.dat",76400001,128300001
"MED1CA_z-bi_all.dat",76500001,128300001
"MED1CA_z-bi_all.dat",76600001,128300001
"MED1CA_z-bi_all.dat",76700001,128300001
"MED1CA_z-bi_all.dat",76800001,128300001
"MED1CA_z-bi_all.dat",76900001,128300001
"MED1CA_z-bi_all.dat",77000001,128300001
"MED1CA_z-bi_all.dat",77100001,128300001
"MED1CA_z-bi_all.dat",77200001,128300001
"MED1CA_z-bi_all.dat",77300001,128300001
"MED1CA_z-bi_all.dat",77400001,128300001
"MED1CA_z-bi_all.dat",77500001,128300001
"MED1CA_z-bi_all.dat",77600001,128300001
"MED1CA_z-bi_all.dat",77700001,128300001
"MED1CA_z-bi_all.dat",77800001,128300001
"MED1CA_z-bi_all.dat",77900001,128300001
"MED1CA_z-bi_all.dat",78000001,128300001
"MED1CA_z-bi_all.dat",78100001,128300001
"MED1CA_z-bi_all.dat",78200001,128300001
"MED1CA_z-bi_all.dat",78300001,128300001
"MED1CA_z-bi_all.dat",78400001,128300001
"MED1CA_z-bi_all.dat",78500001,128300001
"MED1CA_z-bi_all.dat",78600001,128300001
"MED1CA_z-bi_all.dat",78700001,128300001
"MED1CA_z-bi_all.dat",78800001,128300001
"MED1CA_z-bi_all.dat",78900001,128300001
"MED1CA_z-bi_all.dat",79000001,128300001
"MED1CA_z-bi_all.dat",79100001,128300001
"MED1CA_z-bi_all.dat",79200001,128300001
"MED1CA_z-bi_all.dat",79300001,128300001
"MED1CA_z-bi_all.dat",79400001,128300001
"MED1CA_z-bi_all.dat",79500001,128300001
"MED1CA_z-bi_all.dat",79600001,128300001
"MED1CA_z-bi_all.dat",79700001,128300001
"MED1CA_z-bi_all.dat",79800001,128300001
"MED1CA_z-bi_all.dat",79900001,128300001
"MED1CA_z-bi_all.dat",80000001,128300001
"MED1CA_z-bi_all.dat",80100001,128300001
"MED1CA_z-bi_all.dat",80200001,128300001
"MED1CA_z-bi_all.dat",80300001,128300001
"MED1CA_z-bi_all.dat",80400001,128300001
"MED1CA_z-bi_all.dat",80500001,128300001
"MED1CA_z-bi_all.dat",80600001,128300001
"MED1CA_z-bi_all.dat",80700001,128300001
"MED1CA_z-bi_all.dat",80800001,128300001
"MED1CA_z-bi_all.dat",80900001,128300001
"MED1CA_z-bi_all.dat",81000001,128300001
"MED1CA_z-bi_all.dat",81100001,128300001
"MED1CA_z-bi_all.dat",81200001,128300001
"MED1CA_z-bi_all.dat",81300001,128300001
"MED1CA_z-bi_all.dat",81400001,128300001
"MED1CA_z-bi_all.dat",81500001,128300001
"MED1CA_z-bi_all.dat",81600001,128300001
"MED1CA_z-bi_all.dat",81700001,128300001
"MED1CA_z-bi_all.dat",81800001,128300001
"MED1CA_z-bi_all.dat",81900001,128300001
"MED1CA_z-bi_all.dat",82000001,128300001
"MED1CA_z-bi_all.dat",82100001,128300001
"MED1CA_z-bi_all.dat",82200001,128300001
"MED1CA_z-bi_all.dat",82300001,128300001
"MED1CA_z-bi_all.dat",82400001,128300001
"MED1CA_z-bi_all.dat",82500001,128300001
"MED1CA_z-bi_all.dat",82600001,128300001
"MED1CA_z-bi_all.dat",82700001,128300001
"MED1CA_z-bi_all.dat",82800001,128300001
"MED1CA_z-bi_all.dat",82900001,128300001
"MED1CA_z-bi_all.dat",83000001,128300001
"MED1CA_z-bi_all.dat",83100001,128300001
"MED1CA_z-bi_all.dat",83200001,128300001
"MED1CA_z-bi_all.dat",83300001,128300001
"MED1CA_z-bi_all.dat",83400001,128300001
"MED1CA_z-bi_all.dat",83500001,128300001
"MED1CA_z-bi_all.dat",83600001,128300001
"MED1CA_z-bi_all.dat",83700001,128300001
"MED1CA_z-bi_all.dat",83800001,128300001
"MED1CA_z-bi_all.dat",83900001,128300001
"MED1CA_z-bi_all.dat",84000001,128300001
"MED1CA_z-bi_all.dat",84100001,128300001
"MED1CA_z-bi_all.dat",84200001,128300001
"MED1CA_z-bi_all.dat",84300001,128300001
"MED1CA_z-bi_all.dat",84400001,128300001
"MED1CA_z-bi_all.dat",84500001,128300001
"MED1CA_z-bi_all.dat",84600001,128300001
"MED1CA_z-bi_all.dat",84700001,128300001
"MED1CA_z-bi_all.dat",84800001,128300001
"MED1CA_z-bi_all.dat",84900001,128300001
"MED1CA_z-bi_all.dat",85000001,128300001
"MED1CA_z-bi_all.dat",85100001,128300001
"MED1CA_z-bi_all.dat",85200001,128300001
"MED1CA_z-bi_all.dat",85300001,128300001
"MED1CA_z-bi_all.dat",85400001,128300001
"MED1CA_z-bi_all.dat",85500001,128300001
"MED1CA_z-bi_all.dat",85600001,128300001
"MED1CA_z-bi_all.dat",85700001,128300001
"MED1CA_z-bi_all.dat",85800001,128300001
"MED1CA_z-bi_all.dat",85900001,128300001
"MED1CA_z-bi_all.dat",86000001,128300001
"MED1CA_z-bi_all.dat",86100001,128300001
"MED1CA_z-bi_all.dat",86200001,128300001
"MED1CA_z-bi_all.dat",86300001,128300001
"MED1CA_z-bi_all.dat",86400001,128300001
"MED1CA_z-bi_all.dat",86500001,128300001
"MED1CA_z-bi_all.dat",86600001,128300001
"MED1CA_z-bi_all.dat",86700001,128300001
"MED1CA_z-bi_all.dat",86800001,128300001
"MED1CA_z-bi_all.dat",86900001,128300001
"MED1CA_z-bi_all.dat",87000001,128300001
"MED1CA_z-bi_all.dat",87100001,128300001
"MED1CA_z-bi_all.dat",87200001,128300001
"MED1CA_z-bi_all.dat",87300001,128300001
"MED1CA_z-bi_all.dat",87400001,128300001
"MED1CA_z-bi_all.dat",87500001,128300001
"MED1CA_z-bi_all.dat",87600001,128300001
"MED1CA_z-bi_all.dat",87700001,128300001
"MED1CA_z-bi_all.dat",87800001,128300001
"MED1CA_z-bi_all.dat",87900001,128300001
"MED1CA_z-bi_all.dat",88000001,128300001
"MED1CA_z-bi_all.dat",88100001,128300001
"MED1CA_z-bi_all.dat",88200001,128300001
"MED1CA_z-bi_all.dat",88300001,128300001
"MED1CA_z-bi_all.dat",88400001,128300001
"MED1CA_z-bi_all.dat",88500001,128300001
"MED1CA_z-bi_all.dat",88600001,128300001
"MED1CA_z-bi_all.dat",88700001,128300001
"MED1CA_z-bi_all.dat",88800001,128300001
"MED1CA_z-bi_all.dat",88900001,128300001
"MED1CA_z-bi_all.dat",89000001,128300001
"MED1CA_z-bi_all.dat",89100001,128300001
"MED1CA_z-bi_all.dat",89200001,128300001
"MED1CA_z-bi_all.dat",89300001,128300001
"MED1CA_z-bi_all.dat",89400001,128300001
"MED1CA_z-bi_all.dat",89500001,128300001
"MED1CA_z-bi_all.dat",89600001,128300001
"MED1CA_z-bi_all.dat",89700001,128300001
"MED1CA_z-bi_all.dat",89800001,128300001
"MED1CA_z-bi_all.dat",89900001,128300001
"MED1CA_z-bi_all.dat",90000001,128300001
"MED1CA_z-bi_all.dat",90100001,128300001
"MED1CA_z-bi_all.dat",90200001,128300001
"MED1CA_z-bi_all.dat",90300001,128300001
"MED1CA_z-bi_all.dat",90400001,128300001
"MED1CA_z-bi_all.dat",90500001,128300001
"MED1CA_z-bi_all.dat",90600001,128300001
"MED1CA_z-bi_all.dat",90700001,128300001
"MED1CA_z-bi_all.dat",90800001,128300001
"MED1CA_z-bi_all.dat",90900001,128300001
"MED1CA_z-bi_all.dat",91000001,128300001
"MED1CA_z-bi_all.dat",91100001,128300001
"MED1CA_z-bi_all.dat",91200001,128300001
"MED1CA_z-bi_all.dat",91300001,128300001
"MED1CA_z-bi_all.dat",91400001,128300001
"MED1CA_z-bi_all.dat",91500001,128300001
"MED1CA_z-bi_all.dat",91600001,128300001
"MED1CA_z-bi_all.dat",91700001,128300001
"MED1CA_z-bi_all.dat",91800001,128300001
"MED1CA_z-bi_all.dat",91900001,128300001
"MED1CA_z-bi_all.dat",92000001,128300001
"MED1CA_z-bi_all.dat",92100001,128300001
"MED1CA_z-bi_all.dat",92200001,128300001
"MED1CA_z-bi_all.dat",92300001,128300001
"MED1CA_z-bi_all.dat",92400001,128300001
"MED1CA_z-bi_all.dat",92500001,128300001
"MED1CA_z-bi_all.dat",92600001,128300001
"MED1CA_z-bi_all.dat",92700001,128300001
"MED1CA_z-bi_all.dat",92800001,128300001
"MED1CA_z-bi_all.dat",92900001,128300001
"MED1CA_z-bi_all.dat",93000001,128300001
"MED1CA_z-bi_all.dat",93100001,128300001
"MED1CA_z-bi_all.dat",93200001,128300001
"MED1CA_z-bi_all.dat",93300001,128300001
"MED1CA_z-bi_all.dat",93400001,128300001
"MED1CA_z-bi_all.dat",93500001,128300001
"MED1CA_z-bi_all.dat",93600001,128300001
"MED1CA_z-bi_all.dat",93700001,128300001
"MED1CA_z-bi_all.dat",93800001,128300001
"MED1CA_z-bi_all.dat",93900001,128300001
"MED1CA_z-bi_all.dat",94000001,128300001
"MED1CA_z-bi_all.dat",94100001,128300001
"MED1CA_z-bi_all.dat",94200001,128300001
"MED1CA_z-bi_all.dat",94300001,128300001
"MED1CA_z-bi_all.dat",94400001,128300001
"MED1CA_z-bi_all.dat",94500001,128300001
"MED1CA_z-bi_all.dat",94600001,128300001
"MED1CA_z-bi_all.dat",94700001,128300001
"MED1CA_z-bi_all.dat",94800001,128300001
"MED1CA_z-bi_all.dat",94900001,128300001
"MED1CA_z-bi_all.dat",95000001,128300001
"MED1CA_z-bi_all.dat",95100001,128300001
"MED1CA_z-bi_all.dat",95200001,128300001
"MED1CA_z-bi_all.dat",95300001,128300001
"MED1CA_z-bi_all.dat",95400001,128300001
"MED1CA_z-bi_all.dat",95500001,128300001
"MED1CA_z-bi_all.dat",95600001,128300001
"MED1CA_z-bi_all.dat",95700001,128300001
"MED1CA_z-bi_all.dat",95800001,128300001
"MED1CA_z-bi_all.dat",95900001,128300001
"MED1CA_z-bi_all.dat",96000001,128300001
"MED1CA_z-bi_all.dat",96100001,128300001
"MED1CA_z-bi_all.dat",96200001,128300001
"MED1CA_z-bi_all.dat",96300001,128300001
"MED1CA_z-bi_all.dat",96400001,128300001
"MED1CA_z-bi_all.dat",96500001,128300001
"MED1CA_z-bi_all.dat",96600001,128300001
"MED1CA_z-bi_all.dat",96700001,128300001
"MED1CA_z-bi_all.dat",96800001,128300001
"MED1CA_z-bi_all.dat",96900001,128300001
"MED1CA_z-bi_all.dat",97000001,128300001
"MED1CA_z-bi_all.dat",97100001,128300001
"MED1CA_z-bi_all.dat",97200001,128300001
"MED1CA_z-bi_all.dat",97300001,128300001
"MED1CA_z-bi_all.dat",97400001,128300001
"MED1CA_z-bi_all.dat",97500001,128300001
"MED1CA_z-bi_all.dat",97600001,128300001
"MED1CA_z-bi_all.dat",97700001,128300001
"MED1CA_z-bi_all.dat",97800001,128300001
"MED1CA_z-bi_all.dat",97900001,128300001
"MED1CA_z-bi_all.dat",98000001,128300001
"MED1CA_z-bi_all.dat",98100001,128300001
"MED1CA_z-bi_all.dat",98200001,128300001
"MED1CA_z-bi_all.dat",98300001,128300001
"MED1CA_z-bi_all.dat",98400001,128300001
"MED1CA_z-bi_all.dat",98500001,128300001
"MED1CA_z-bi_all.dat",98600001,128300001
"MED1CA_z-bi_all.dat",98700001,128300001
"MED1CA_z-bi_all.dat",98800001,128300001
"MED1CA_z-bi_all.dat",98900001,128300001
"MED1CA_z-bi_all.dat",99000001,128300001
"MED1CA_z-bi_all.dat",99100001,128300001
"MED1CA_z-bi_all.dat",99200001,128300001
"MED1CA_z-bi_all.dat",99300001,128300001
"MED1CA_z-bi_all.dat",99400001,128300001
"MED1CA_z-bi_all.dat",99500001,128300001
"MED1CA_z-bi_all.dat",99600001,128300001
"MED1CA_z-bi_all.dat",99700001,128300001
"MED1CA_z-bi_all.dat",99800001,128300001
"MED1CA_z-bi_all.dat",99900001,128300001
"MED1CA_z-bi_all.dat",100000001,128300001
"MED1CA_z-bi_all.dat",100100001,128300001
"MED1CA_z-bi_all.dat",100200001,128300001
"MED1CA_z-bi_all.dat",100300001,128300001
"MED1CA_z-bi_all.dat",100400001,128300001
"MED1CA_z-bi_all.dat",100500001,128300001
"MED1CA_z-bi_all.dat",100600001,128300001
"MED1CA_z-bi_all.dat",100700001,128300001
"MED1CA_z-bi_all.dat",100800001,128300001
"MED1CA_z-bi_all.dat",100900001,128300001
"MED1CA_z-bi_all.dat",101000001,128300001
"MED1CA_z-bi_all.dat",101100001,128300001
"MED1CA_z-bi_all.dat",101200001,128300001
"MED1CA_z-bi_all.dat",101300001,128300001
"MED1CA_z-bi_all.dat",101400001,128300001
"MED1CA_z-bi_all.dat",101500001,128300001
"MED1CA_z-bi_all.dat",101600001,128300001
"MED1CA_z-bi_all.dat",101700001,128300001
"MED1CA_z-bi_all.dat",101800001,128300001
"MED1CA_z-bi_all.dat",101900001,128300001
"MED1CA_z-bi_all.dat",102000001,128300001
"MED1CA_z-bi_all.dat",102100001,128300001
"MED1CA_z-bi_all.dat",102200001,128300001
"MED1CA_z-bi_all.dat",102300001,128300001
"MED1CA_z-bi_all.dat",102400001,128300001
"MED1CA_z-bi_all.dat",102500001,128300001
"MED1CA_z-bi_all.dat",102600001,128300001
"MED1CA_z-bi_all.dat",102700001,128300001
"MED1CA_z-bi_all.dat",102800001,128300001
"MED1CA_z-bi_all.dat",102900001,128300001
"MED1CA_z-bi_all.dat",103000001,128300001
"MED1CA_z-bi_all.dat",103100001,128300001
"MED1CA_z-bi_all.dat",103200001,128300001
"MED1CA_z-bi_all.dat",103300001,128300001
"MED1CA_z-bi_all.dat",103400001,128300001
"MED1CA_z-bi_all.dat",103500001,128300001
"MED1CA_z-bi_all.dat",103600001,128300001
"MED1CA_z-bi_all.dat",103700001,128300001
"MED1CA_z-bi_all.dat",103800001,128300001
"MED1CA_z-bi_all.dat",103900001,128300001
"MED1CA_z-bi_all.dat",104000001,128300001
"MED1CA_z-bi_all.dat",104100001,128300001
"MED1CA_z-bi_all.dat",104200001,128300001
"MED1CA_z-bi_all.dat",104300001,128300001
"MED1CA_z-bi_all.dat",104400001,128300001
"MED1CA_z-bi_all.dat",104500001,128300001
"MED1CA_z-bi_all.dat",104600001,128300001
"MED1CA_z-bi_all.dat",104700001,128300001
"MED1CA_z-bi_all.dat",104800001,128300001
"MED1CA_z-bi_all.dat",104900001,128300001
"MED1CA_z-bi_all.dat",105000001,128300001
"MED1CA_z-bi_all.dat",105100001,128300001
"MED1CA_z-bi_all.dat",105200001,128300001
"MED1CA_z-bi_all.dat",105300001,128300001
"MED1CA_z-bi_all.dat",105400001,128300001
"MED1CA_z-bi_all.dat",105500001,128300001
"MED1CA_z-bi_all.dat",105600001,128300001
"MED1CA_z-bi_all.dat",105700001,128300001
"MED1CA_z-bi_all.dat",105800001,128300001
"MED1CA_z-bi_all.dat",105900001,128300001
"MED1CA_z-bi_all.dat",106000001,128300001
"MED1CA_z-bi_all.dat",106100001,128300001
"MED1CA_z-bi_all.dat",106200001,128300001
"MED1CA_z-bi_all.dat",106300001,128300001
"MED1CA_z-bi_all.dat",106400001,128300001
"MED1CA_z-bi_all.dat",106500001,128300001
"MED1CA_z-bi_all.dat",106600001,128300001
"MED1CA_z-bi_all.dat",106700001,128300001
"MED1CA_z-bi_all.dat",106800001,128300001
"MED1CA_z-bi_all.dat",106900001,128300001
"MED1CA_z-bi_all.dat",107000001,128300001
"MED1CA_z-bi_all.dat",107100001,128300001
"MED1CA_z-bi_all.dat",107200001,128300001
"MED1CA_z-bi_all.dat",107300001,128300001
"MED1CA_z-bi_all.dat",107400001,128300001
"MED1CA_z-bi_all.dat",107500001,128300001
"MED1CA_z-bi_all.dat",107600001,128300001
"MED1CA_z-bi_all.dat",107700001,128300001
"MED1CA_z-bi_all.dat",107800001,128300001
"MED1CA_z-bi_all.dat",107900001,128300001
"MED1CA_z-bi_all.dat",108000001,128300001
"MED1CA_z-bi_all.dat",108100001,128300001
"MED1CA_z-bi_all.dat",108200001,128300001
"MED1CA_z-bi_all.dat",108300001,128300001
"MED1CA_z-bi_all.dat",108400001,128300001
"MED1CA_z-bi_all.dat",108500001,128300001
"MED1CA_z-bi_all.dat",108600001,128300001
"MED1CA_z-bi_all.dat",108700001,128300001
"MED1CA_z-bi_all.dat",108800001,128300001
"MED1CA_z-bi_all.dat",108900001,128300001
"MED1CA_z-bi_all.dat",109000001,128300001
"MED1CA_z-bi_all.dat",109100001,128300001
"MED1CA_z-bi_all.dat",109200001,128300001
"MED1CA_z-bi_all.dat",109300001,128300001
"MED1CA_z-bi_all.dat",109400001,128300001
"MED1CA_z-bi_all.dat",109500001,128300001
"MED1CA_z-bi_all.dat",109600001,128300001
"MED1CA_z-bi_all.dat",109700001,128300001
"MED1CA_z-bi_all.dat",109800001,128300001
"MED1CA_z-bi_all.dat",109900001,128300001
"MED1CA_z-bi_all.dat",110000001,128300001
"MED1CA_z-bi_all.dat",110100001,128300001
"MED1CA_z-bi_all.dat",110200001,128300001
"MED1CA_z-bi_all.dat",110300001,128300001
"MED1CA_z-bi_all.dat",110400001,128300001
"MED1CA_z-bi_all.dat",110500001,128300001
"MED1CA_z-bi_all.dat",110600001,128300001
"MED1CA_z-bi_all.dat",110700001,128300001
"MED1CA_z-bi_all.dat",110800001,128300001
"MED1CA_z-bi_all.dat",110900001,128300001
"MED1CA_z-bi_all.dat",111000001,128300001
"MED1CA_z-bi_all.dat",111100001,128300001
"MED1CA_z-bi_all.dat",111200001,128300001
"MED1CA_z-bi_all.dat",111300001,128300001
